133;53;Waves (WAVES);WAVES;1029;0;1011111111111111111111111111101110111111111011111111111101111111111111111111111111111111100000001101000111000111110010111110000000000110011111110000110010001111111111101111111111111101111111111111111111111111111110100111100110111111111111111111111110011111100101111111111111111010000000111000011000000010000000100000000000
134;60;Komodo (KMD);KMD;1034;0;1011111111101111111111111111101110110111111000111111111101101111111111111111111111111111000000000000000000000000110000011110000000000000011111110000100010001111111111101111101111111101111111111111111111111111111110100111100110111101111111101111111111001011101001111111111111111010000000111000010000000000000000000000000000
135;63;Ontology (ONT);ONT;1003;0;1011111111101111111111111111101110111111111101111111111111111111111111111111111111111111000000000101111101000110111010111110000000001100011111110110110011001111111111111111111111111101111111111111111111111111111110100111101110111101111111111111111111111111111111111111111111111010000000111000010000000000000000000000000000
136;121;Neteller EUR;EUR Neteller;978;1;1000100100001100100011100000000000000000000000000011000000000000000000100000000000000000000011001000000110000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
137;6;Bitcoin SV (BSV);BSV;1046;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100010001101101111000111110011110000000000001111111100001010010010001110111111111111111111101111111110101111011000000000000000000010100000010101001111111111111100000000000001111111111111110000000000000000000000000000000000000000000000
138;18;Polygon (POL);POL;1014;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001111111111000111111011111110000000001111111111111110110011001111111111101111111111111111011111111111011111111111111110100111101110111101111111111111111111111111111101111111111111111010000000111100111111100110010010101011110000
139;8;Ethereum (ETH);ETH;1045;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001111111111111111111111111110010011001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111111110111111111111111111111111111111111111111111111111111111000011111111111111111111011111111111111111
140;19;Dash (DASH);DASH;1044;0;1111111111111111111111111111101110111111111011111111111111111111111111111111111111111111100010001111111111111111111111111110010000001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000000111100111111110111011111111111111110
141;289;Наличные EUR;EUR Наличными;978;5;1011100110011111111111111101000011110001111011111111010111110111111111111011111010111111000000000000000100000100000010000000000000000000000000000000000000000101000000000000000000000000000000100000000000000000000000000000000000010001000000000000000001000001000000000000000000000000000000001000000000000000000000000000000000
142;107;Volet UAH;UAH Volet;980;1;1000100100001110101111111101000010111000001000000011000000000000000000000000000000100000110000000101000110000101001000000000010011000010000000000000000000001011010111101100000111100100011100010000000000000000000000000000000000000000000000000000000011111111111110111111111111110000000000000000000000000000000000000000000000
143;45;Utopia USD (UUSD);UUSD;840;0;1011110111111111111111111111101110111111101010110111111101100101111111111111111110111111100000000101101111000111000010100000000000000010100000000000000000001110110111101110000010101011011000000000001100100000000000000001100000010101001111101111111100000000000001111111111101100000000000111000000000000000000000000000000000
144;82;Cronos (CRO);CRO;1000;0;1011111111111111111111111111101110111111111001111111111101111111111111111111111110111111000000000100000101000111000010100000000000001100000000000000010010001110111111101001110101100001011000000000000000000000000000000000100000010101001111111111111100000000000001111100001101100000000000000000000000000000000000000000000000
145;117;Capitalist USD;USD Capitalist;840;1;1011111111111111111111111111101111111111011010010111000111000010111111111111100011111111100011001101101111010111111011110010000000001111111100111110010000001111111111111111111111101111111110101111011110101111011000000011100000010101001111101111111101111101111111111111111111111010000010110000000000000000000000000000000000
146;167;Банковская карта GBP;GBP Карта;826;2;1001100100001110110111111110000011101000001001111111000101100001111110110010100010111111000000000000000000000000110000000010000100000001111111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101111010000010000000000000000000000000000000000000
147;234;Т-Банк QR RUB;RUB Т-Банк QR;643;3;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
148;153;Криптобиржи USD;USD Trade;840;1;1001111100001111111100000000010110000001011101111111111110111111111111111011111111111111000000000000000000000000000000000000000000000000001100000000000001001110110111001100000101101011100000000000000000000000000000000000100000011101011000101000000000000000000000000000001101100000000000000000000000000000000000000000000000
149;16;Monero (XMR);XMR;1043;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001111111111011111111111111110010100001111111111111110110010101111111111111111111111111111111111111111111111111111111111100111111110111111111111111111111111111111111111111111111111111111100011111110111111111111011110111111111110
150;285;Ria USD;USD Ria;840;4;1000000100000111000011111101100010101100001000000001000000000000000100100000000000100000000000000000000000000100000000000000000000000000000000000000000000001110000000000000000000000001000001000000000000000000000000000000100000010101001000101000100000000000000000000000000000000000000000000000000000000000000000000000000000
151;286;Ria EUR;EUR Ria;978;4;1000000100000101000011111101100010101100001000000001000000000000000000100000000000100000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000001000001000000000000000000000000000000100000010101001001101000010000000000000000000000000000000000000000000000000000000000000000000000000000
152;122;PaySera USD;USD PaySera;840;1;0000000000000000000011111010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101110000000000000000000000000000000000000000000000
153;154;Криптобиржи EUR;EUR Trade;978;1;1001100100000110111000000000010010000001001000110111010100101111111110101011111010100111000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
154;129;Epay USD;USD Epay;840;1;1000000111000110000011111101000010111000100000000001000000000000000000000000000000100000110000000101100110000101001000000000010001000010001100000000000000001011010001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
155;163;Банковская карта SEK;SEK Карта;752;2;1000100100001110110011110100000011000000001001111111000001100001111110110010100010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
156;96;PM e-Voucher USD;USD PMV;840;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
157;241;Райффайзен RUB;RUB РФБ;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001101111111111110110010001111111111111111111111111111111110101111111111111111111110110111110110010111101111111111111101111101111111111111111111111110000010100000000000000000000000000000000001
158;251;Райффайзен UAH;UAH РФБ;980;3;1100100111001111111111111111100010111111101000110111000101001000111111111010100010111111100000001101000100000101110010000000000000000000011100000110000001001110110100001100000111000001011000100010011110100000000000000011100000010101001111111111101100000000000000101110001101100000000000000000000000000000000000000000000000
159;222;Счет компании RUB;RUB РасчСчет;643;2;0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
160;13;Ethereum Classic (ETC);ETC;1042;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001111111111111111111011111110010000001111111111111110110010001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111010000010111100111011110111011110101111110100
161;15;Ripple (XRP);XRP;1041;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001111111111111111111111111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000010111100111111110111011111101111111110
162;20;Zcash (ZEC);ZEC;1040;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001101111111111111111111111110010000001111111111111110110010001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000010111100111111111111011111111111111110
163;30;Tether OMNI (USDT);USDT OMNI;840;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001100000000000011000000000001010000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
164;101;PayPal GBP;GBP PayPal;826;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
165;139;Alipay CNY;CNY Alipay;156;1;1001111110001111111111111111101110000001011000000111000011000000011010100010100000110010100000000101101111000111110010110000000010001101110100001010010000001110111111101111111110101101011001000000000000000000000000000010100000010101001111101111111100000000000000111111111111110000000000000000000000000000000000000000000000
166;197;Банковский счет CNY;CNY Банк;156;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
167;200;Банковский счет THB;THB Банк;764;2;1000000000000000000011100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000101010000000000000000000000000000010010000000000000000000000000100000010101000111101111001001111101100000111110000000000000000000000000000000000000000000000000000000
168;56;0x (ZRX);ZRX;1031;0;1011111111111111111111111111101111111111111011111111111101111111111111111111111111111111000000001101111111011111111011111110000000000011111111111110100011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
169;29;Tether AVALANCHE (USDT);USDT AVAX;840;0;1011111111111111111111111111101110111111111010111111111111111111111111111111111111111111100000001101101111000111111011110010000000001110111100001110110000001111111111111111111111101111111111111111011110100000000000000011100000111111111111111111111111111111111101111111111111110000100000010000000000000000000000000000000000
170;244;Почта Банк RUB;RUB ПочтаБанк;643;3;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101100111000111110011111110010000001101011111110000110000001111111111111111111111111101111110101111111111111111111110110111100110010111101111111110111101111101111111111111111111111110000000100000000000000000000000000000000001
171;219;SEPA EUR;EUR SEPA;978;2;1011100111101111110111111110000011111000001001100111010101000101111110111011111010111111000000000000000000000000000000000010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101110010000000000000000000000000000000000000000000
172;5;Bitcoin Cash (BCH);BCH;1039;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001111111111111111111011111110010000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111110000010111100111111110111011110101111111110
173;46;NEM (XEM);XEM;1038;0;1011110111111111111111111101001110111001111001110111111101101111111111111111111111111111000000001100000000000010111000011110000000000000011111110100100010001111111111101111111111111111111111111111111111111111111110100111101110111101011111111111111111111111111111111111111111111010000000111000010000000000000000000000000000
174;274;Wise USD;USD Wise;840;3;1011100110001111111111111111000011111101111001111111111101111111111111111111111110111111000000000100000000000100111011100010000100000001111111111110010000001111110111111110010111101101011111111111111110101111111110010011100000010101001111111111111111111101111111111111111101111010000010100000000000000000000000000000000000
175;67;Tezos (XTZ);XTZ;1007;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101111111011111111011111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
176;243;Открытие RUB;RUB Открытие;643;3;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001101111111110000110000001111111111111111111111111111111110101111111111111111111110110111100110010111101111111101111101111101111111111111111111111110000000000000000000000000000000000000000000
177;47;NEO (NEO);NEO;1037;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111000010001101111111000111111000011110000000000010011111110110100011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111100111111110111010111111111111110
178;48;EOS (EOS);EOS;1036;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101111111000111111011111110000000000011111111111110100011001111111111111111111111111101011111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111010110111010111100010100100
179;49;IOTA (IOTA);IOTA;1035;0;1011111111101111111111111111101110110111111000111111111101111111111111111111111111111111100010000101100000000000110000011110000000000000011111110000100010001111111111111111101111111101111111101111111111111111111110100111100110111101111111101111111111100110001101111111111111111010000000101000010000000000000000000000000000
180;24;Tether SOL (USDT);USDT SOL;840;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001101111111011111111011111110010011001111111111111110110000001111111111111111111111111111111111111111111111111111111111110111101110111111111111111111111111111111111111111111111111111110100010111100111111110111011111101111111110
181;50;Cardano (ADA);ADA;1024;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001111111111011111111111111110010000001111111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
182;51;Stellar (XLM);XLM;1025;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001101111111011111111011111110000000001111111111111110110011001111111111111111111111111111111111111111011111111111111110100111101110111111111111111111111111111111111111111111111111111110000010111100111111110111010110111111111110
183;203;Банковский счет IDR;IDR Банк;360;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
184;7;Bitcoin Gold (BTG);BTG;1026;0;1011110111111111111111111111100110111111011001111111111101111111111111111111111111111111000000000000000000000010000000000000000000000000000000000000000010000100000000000000000000000001000000000000000000000000000000000000100000010101001111101111111100000000000000000000000000000000000000000000000000000000000000000000000000
185;52;TRON (TRX);TRX;1027;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110011001111111111111111111111111110010111001111111111111110110111001111111111111111111111111111111111111111111111111111111111100111111110111111111111111111111111111111111111111111111111111110000010111101111111111111011110101111111110
186;88;Optimism (OP);OP;1055;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101111111010111001011100010000000000010110000000100000011001111111111101110110111101111011001010010011110100000000000000011100000111111111111111111111111111111111111111111111101110000000000111000011000000000000000000000000000
187;220;ЕРИП Расчет BYN;BYN ЕРИП;974;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;166;Банковская карта AMD;AMD Карта;51;2;1000100100001110111011100000000001000000000000000001000001000000000000000000000010100000000000000000000100001100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8;72;VeChain (VET);VET;1011;0;1111111111111111111111111111101110111111111111111111111111111111111111111111111111111111100000001111111111010111111011111110000000001011111111110110110010001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111100111111110111010111111111111110
9;186;Карта UZCARD UZS;UZS Карта;860;2;1111100110001111110111111111100010111111101000010111000000000000000000100000100000010000100000001101000101000110110000000000000000001000001100000000000000000111010000010100000100000001100000000000000000000000000000000000100000010101001111111111111101111101111100111111110000000000000000000000000000000000000000000000000000
10;22;Tether TRC20 (USDT);USDT TRC20;840;0;1111111111111111111111111111101110111111111011111111111111111111111111111111111111111111110011001111111111111111111111111110010111001111111111111110110101111111111111111111111111111111111111111111111111111111111111110111111110111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111110111
12;151;Счет телефона UAH;UAH Баланс;980;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
13;291;Наличные BYN;BYN Наличными;974;5;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188;202;Банковский счет NGN;NGN Банк;566;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14;284;UNI RUB;RUB UNI;643;4;0000000000000000000011011101100010101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16;57;BNB BEP2 (BNB);BNB BEP2;1032;0;1011111110101111111111111111101110000001011000110111000011000000111110101010100000110011100000001111101111000111110010110010000000001101111100001010010010001111111111111111111111101111011010101010111000001000000000000011110000010101101111101111111101111101101001111111111111111000000000101100011000010010000100000000000000
17;184;Карта Мир RUB;RUB Мир;643;2;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001111111111111110110010001111111111111111111111111111111110111111111111111111111110110111110110010111101111111111111101111101111111111111111111111110000010000000000000000000000000000000000001
21;221;СБП RUB;RUB СБП;643;2;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110010000001101111100111110110010001111111111111111111111111111111110111111111110101111111100110111000100010111101111111111111101111101111111111111111101111110000010100000000000000010000000000000000001
22;253;УкрСиббанк UAH;UAH УкрСиб;980;3;1000100110001111111111111111100010111111101000110111000101001000111111111010100010111111100000001101000100000111110010000000010000000000011100000110000001001110010100001100000110000001000000100010001100100000000000000010100000010101001111111111101100000000000000100100001101100000000000000000000000000000000000000000000000
23;33;USDC ERC20 (USDC);USDC ERC20;840;0;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001111111111111111111111111110010111001111111111111110110011001111111111111111111111111111111111111111111111111111111111110111101110111111111111111111111111111111111111111111111111111111100011111101111111111111011111111111110111
24;40;TrueUSD ERC20 (TUSD);TUSD ERC20;840;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100010000101111111000111111011111110000000001110111111111110110011001111111111111111111111111111111111111111111111111111111111100111101110111111111111111111111111111111111111111111111111111110000000111100011111110110000111111111110110
25;170;Банковская карта KGS;KGS Карта;417;2;1100100100000111111111111111100010111111101000000101000001000000001000110000000000110000000000001000000101000110000000000000000000000000001100000000000000001111010000001000000111000001000000111010010100000000000000000010100000010101001111111111111101111101001000110101001100100000000000000000000000000000000000000000000000
26;64;Qtum (QTUM);QTUM;1004;0;1011111111111111111111111111101110111111111011111111111101111111111111111111111111111111100000001101111111011111110010111110000000001110011111110110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111000010000000010000000000010000100
27;61;BitTorrent (BTT);BTT;1001;0;1011111111111111111111111111101110111111111001111111111101111111111111111111111111111111000000001100000001000111111000011110000000000001011111110100100011001111111111101111111111111101111111111111111111111111111110100111101110111101011111111111111111111111111101111111111111111010000000000000000000000000000000000000000000
28;152;Счет телефона BYN;BYN Баланс;974;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
29;199;Банковский счет PLN;PLN Банк;985;2;1000100100001110100011100000000010000000001000000111000001000001011100110010100010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
30;168;Банковская карта CNY;CNY Карта;156;2;0000100000001110100001010100000010000000001001100111000000000001011100110010100010111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31;193;Банковский счет BYN;BYN Банк;974;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
32;74;Shiba BEP20 (SHIB);SHIB;1013;0;1011111111111111111111111111101110111111111011111111111101111111111111111111111111111111100000001101101111010111110011111110000000001010110011110000110000001111111111111111111111111111111111111111011111111111111110100111100110111111111111111111111111100110010101111111111111111010000000110000010000000000000000000010000100
189;42;Pax Dollar (USDP);USDP;840;0;1011111111111111111111111111101110111111111001111111111111111111111111111111111111111111100010000101101111000111110010111110000000001101111111111010110010001111111111111111111111111101111111111111011111111111111111100111100110111111111111111111111111111011001101111111111111111010000000111000010000000010000000100010000000
190;255;Монобанк USD;USD Монобанк;840;3;0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
33;108;Volet KZT;KZT Volet;398;1;1001100110001111101111111101000010111000001000000111000001000101111100101110100010110000110000001101000111101111001011100000010011000010000000000000000000001111010111101100000111100101011100000000000000000000000000000000100000010101001101101010100111111111111110111111111111110000000000000000000000000000000000000000000000
34;245;Россельхозбанк RUB;RUB РСХБ;643;3;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111011111110011111110000000001101111111111010110000001111111111111111111111111111111110101111111111111111111110110111100110010111101111111111011101111101111111111111111111111110000000000000000000000000000000000000000000
35;123;PaySera EUR;EUR PaySera;978;1;1001100110001111110111111111000011110000001000010110000100000000000010110001100010110000000000000100000000000100111011100010000100000001111111111110010000001111110111111110010111101101011111111111111110101111111110010011100000010101001111111111101101111101111111111111111101111010000010000000000000000000000000000000000000
36;21;Tether ERC20 (USDT);USDT ERC20;840;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001111111111111111111111111110010111001111111111111110110001001111111111111111111111111111111111111111111111111111111111110111111110111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111110111
37;257;Sense Bank UAH;UAH SenseBank;980;3;1000100110001111111111111111100010111111101000110111000101001000111111111010100010111111100000000101000100000101110010000000000000000000010000000110000001000110000100000000000000000001001000000010001110100000000000000010100000010101000111101111001000000000000000000100000001100000000000000000000000000000000000000000000000
38;164;Банковская карта PLN;PLN Карта;985;2;1101100100001111110111110110000011110000001001111111000101100001111110110010100010111111000000000000000101000110110000000000000000000001100000011000000000001111010000001000000001000001000000000001000000000000000000000000100000010101001101111100001001110101001000000100000000001010000010000000000000000000000000000000000000
39;198;Банковский счет TRY;TRY Банк;949;2;0000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000001000000000000000000000000000000100000010101001000001100000000000000000000000000000000000000000000000000000000000000000000000000000000
191;247;МТС Банк RUB;RUB МТСБанк;643;3;1111111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101101111000111110011111110000000001101111111111010110000001111111111111111111111111111111110101111111111111111111110100111110110010111101111111111110101111101111111111111111111111010000000000000000000000000000000000000000000
192;271;Revolut USD;USD Revolut;840;3;1000100100001111101111111110000010000000000000000111000001000000000000100000000000000000000000001100000111000110000011100010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111111101111101111111111111111101110000000000000000000000000000000000000000000001
193;272;Revolut EUR;EUR Revolut;978;3;1000100100001111101111111110000010000000001001100111010101000101111110110011111010111111000000001100000111000110000011100010000100000001011111111110010000001111110111111110000111100101011111111111111110101111111110010011100000010101001111111111111101111101111111111111111101110000000000000000000000000000000000000000000000
194;165;Банковская карта MDL;MDL Карта;498;2;1001100100001111110011110110000011010000001000011111000101100000110110100000100010110000000000000100000000000100110011100010000000000001111100111100000000000000000000000000000000000001011000101001011110101111011000000010100000010001000000001000000001111001001100111111101101101010000010000000000000000000000000000000000000
195;246;Росбанк RUB;RUB Росбанк;643;3;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101101111000111110011111110000000001101111111110000110000001111111111111111111111111111111110101111111111111111111110100111100110010111101111111111101101000001000001111111111111111010000000000000000000000000000000000000000001
196;205;Банковский счет AED;AED Банк;784;2;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000001000000000000000000000000000000100000010101001111101111100000000000000000000000000000000000000000000000000000000000000000000000000000
197;65;Chainlink (LINK);LINK;1005;0;1011111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101111111011111111011111110000000001110111111110110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
198;66;Cosmos (ATOM);ATOM;1006;0;1111111111111111111111111111101110111111111011111111111111111111111111111111111111111111100000001101111111011111111011111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111100111111110111010111111111111110
199;187;Карта HUMO UZS;UZS HUMO;860;2;1111100110001111111111111111100010111111101000010111000001000000010000100000100000110000100000001101000101000110110000000010000000001000001100000000000000001110010000010100000100000001100000000000000000000000000000000000100000010101001111111111111101000000000001111111110000100000000000000000000000000000000000000000000000
200;125;Payz USD;USD Payz;840;1;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
201;68;Polkadot (DOT);DOT;1008;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111100010001101111111011111111011111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
202;69;Uniswap (UNI);UNI;1009;0;1011111111111111111111111111101111111111111011111111111111111111111111111111111111111111100000001101111111010111111011111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000010111100111111110111010111111111111110
203;43;Dai (DAI);DAI;840;0;1011111111111111111111111111101111111111111111111111111111111111111111111111111111111111100000001111111111111111111011111110000000001111111111111110110011001111111111111111111111111111111111111111111111111111111110100111111110111111111111111111111111111111111111111111111111111110000010111000111111110111011110111111111110
204;293;Наличные GBP;GBP Наличными;826;5;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
205;70;Ravencoin (RVN);RVN;1010;0;1011111111111111111111111111101110111111111111111111111111111111111111111111111111111111100000001101111111000111111010111110000000001110111111110110110010001111111111111111111111111111111111111111111111111111111110100111101110111111111111111111111111111111111111111111111111111010000000111100111111110111010111111101111110
206;44;Binance USD (BUSD);BUSD;840;0;0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000110000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000100000010101000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000
207;267;Jusan Bank KZT;KZT Jusan;398;3;1010100111001111111111111100000011101000001000010111000001000000010100100010100010110000000000001000000110000111000011000000000000000000001100000000000000000111100000011100000101000001111101001010110100000000000000000000100100010101001111101111111100000000000001000000000000000000000000000000000000000000000000000000000000
208;23;Tether BEP20 (USDT);USDT BEP20;840;0;1111111111111111111111111111101111111111111011111111111111111111111111111111111111111111110010001111111111111111111111111110010111001111111111111110110101001111111111111111111111111111111111111111111111111111111111110111111110111111111111111111111111111111111111111111111111111111100011111101111011111111011111111111010101
